Дата;Категория;Название;Сумма
2024-10-30;Образование;Научная выставка;2000.00
2024-11-02;Продукты;Праздничные продукты;3500.00
2024-11-05;Одежда;Зимние перчатки;1200.00
2024-11-08;Дом;Камин;15000.00
2024-11-10;Развлечения;День благодарения;4000.00
2024-11-12;Здоровье;Проверка зрения;2200.00
2024-11-15;Транспорт;Цепи для шин;2500.00
2024-11-18;Продукты;Индейка;2800.00
2024-11-20;Образование;Университетские взносы;25000.00
2024-11-22;Развлечения;Черная пятница;8000.00
2024-11-25;Одежда;Зимняя шапка;800.00
2024-11-28;Дом;Рождественские украшения;3500.00
2024-11-30;Здоровье;Зимние витамины;1500.00
2024-12-02;Продукты;Новогодние продукты;4500.00
2024-12-05;Развлечения;Рождественский рынок;2800.00
2024-12-08;Транспорт;Зимняя резина;6000.00
2024-12-10;Образование;Зимние каникулы;3000.00
2024-12-12;Одежда;Новогодний наряд;5500.00
2024-12-15;Дом;Елка и игрушки;4000.00
2024-12-18;Здоровье;Зимняя аптечка;1800.00
2024-12-20;Продукты;Праздничная выпечка;2200.00
2024-12-22;Развлечения;Новогодняя вечеринка;6000.00
2024-12-25;Транспорт;Поездка к родственникам;3500.00
2024-12-28;Образование;Подготовка к экзаменам;2500.00
2024-12-30;Одежда;Подарки одежда;7500.00
2024-01-15;Продукты;Диетические продукты;2100.00
2024-02-10;Развлечения;Валентинка;1800.00
2024-03-12;Дом;Весенняя уборка;1500.00
2024-04-08;Здоровье;Аллерголог;3200.00
2024-05-22;Транспорт;Велосипедный шлем;2200.00
2024-06-18;Образование;Летний лагерь;15000.00
2024-07-25;Продукты;Барбекю мясо;3800.00
2024-08-12;Одежда;Спортивная обувь;6500.00
2024-09-05;Развлечения;Школьный праздник;2500.00
2024-10-18;Дом;Осенний декор;1800.00
2024-11-25;Здоровье;Грипп лекарства;1200.00
2024-12-15;Транспорт;Новогодние поездки;4500.00
2024-01-20;Продукты;Японская кухня;2800.00
2024-02-14;Развлечения;День святого Валентина;3500.00
2024-03-18;Образование;Вебинар;1500.00
2024-04-22;Одежда;Весенняя обувь;4200.00
2024-05-28;Дом;Летняя терраса;8000.00
2024-06-25;Здоровье;Солнцезащитные средства;1800.00
2024-07-30;Транспорт;Летние поездки;6000.00
2024-08-18;Развлечения;Летний фестиваль;3200.00
2024-09-22;Продукты;Школьные перекусы;1500.00
2024-10-28;Образование;Осенние курсы;4000.00
2024-11-15;Одежда;Зимние сапоги;6500.00
2024-12-08;Дом;Зимнее освещение;2500.00
2024-01-08;Здоровье;Новогодняя диета;2200.00
2024-02-18;Развлечения;Масленица;1800.00
2024-03-25;Транспорт;Весенние поездки;3500.00
2024-04-15;Продукты;Пасхальные продукты;2800.00
2024-05-12;Образование;Майские праздники;2000.00
2024-06-08;Одежда;Летние платья;4500.00
2024-07-18;Дом;Летний ремонт;12000.00
2024-08-25;Развлечения;Конец лета;2800.00
2024-09-15;Здоровье;Осенняя профилактика;2200.00
2024-10-12;Транспорт;Осенние командировки;4500.00
2024-11-28;Продукты;Зимние заготовки;3200.00
2024-12-22;Образование;Новогодние подарки;8000.00
2024-01-25;Одежда;Зимние скидки;3500.00
2024-02-22;Дом;Подготовка к весне;2500.00
2024-03-28;Развлечения;Весенние каникулы;5000.00
2024-04-25;Здоровье;Весенний чекап;3800.00
2024-05-30;Транспорт;Майские праздники;2200.00
2024-06-28;Продукты;Летние десерты;1800.00
2024-07-28;Образование;Летние мастер-классы;3500.00
2024-08-30;Одежда;Подготовка к школе;5500.00
2024-09-30;Дом;Осенняя подготовка;3000.00
2024-10-30;Развлечения;Хэллоуин подготовка;2500.00
2024-11-30;Здоровье;Подготовка к зиме;2000.00
2024-12-30;Транспорт;Новогодние покупки;1800.00
2024-02-05;Продукты;Зимние витамины;1200.00
2024-03-05;Образование;Весенние семинары;2800.00
2024-04-05;Одежда;Демисезонная одежда;4200.00
2024-05-05;Дом;Весенние растения;2500.00
2024-06-05;Развлечения;Начало лета;3200.00
2024-07-05;Здоровье;Летняя аптечка;1800.00
2024-08-05;Транспорт;Августовские поездки;4500.00
2024-09-05;Продукты;Школьные завтраки;2200.00
2024-10-05;Образование;Осенние проекты;3000.00
2024-11-05;Одежда;Зимняя подготовка;5000.00
2024-12-05;Дом;Новогодняя подготовка;4500.00
2024-01-12;Развлечения;Зимние развлечения;2800.00
2024-02-12;Здоровье;Февральский осмотр;2500.00
2024-03-12;Транспорт;Весенние маршруты;1800.00
2024-04-12;Продукты;Апрельские покупки;2200.00
2024-05-12;Образование;Майские экзамены;1500.00
2024-06-12;Одежда;Летний гардероб;6000.00
2024-07-12;Дом;Июльский ремонт;8000.00
2024-08-12;Развлечения;Летние воспоминания;3500.00
2024-09-12;Здоровье;Сентябрьская диспансеризация;4000.00
2024-10-12;Транспорт;Осенние командировки;3200.00
2024-11-12;Продукты;Предзимние запасы;2800.00
2024-12-12;Образование;Декабрьская сессия;3500.00
2024-01-18;Одежда;Январские распродажи;4500.00
2024-02-18;Дом;Февральские покупки;3000.00
2024-03-18;Развлечения;Мартовские праздники;2500.00
2024-04-18;Здоровье;Апрельские процедуры;2800.00
2024-05-18;Транспорт;Майские поездки;3500.00
2024-06-18;Продукты;Июньские деликатесы;2200.00
2024-07-18;Образование;Июльские курсы;4000.00
2024-08-18;Одежда;Августовские обновки;3800.00
2024-09-18;Дом;Сентябрьское обустройство;5000.00
2024-10-18;Развлечения;Октябрьские мероприятия;2800.00
2024-11-18;Здоровье;Ноябрьская профилактика;2200.00
2024-12-18;Транспорт;Декабрьские поездки;4200.00
2024-01-28;Продукты;Январские деликатесы;2500.00
2024-02-28;Образование;Февральские мастер-классы;3200.00
2024-03-28;Одежда;Мартовские обновки;4800.00
2024-04-28;Дом;Апрельское благоустройство;6000.00
2024-05-28;Развлечения;Майские праздники;3500.00
2024-06-28;Здоровье;Июньские процедуры;2800.00
2024-07-28;Транспорт;Июльские путешествия;5500.00
2024-08-28;Продукты;Августовские заготовки;2200.00
2024-09-28;Образование;Сентябрьские курсы;3800.00
2024-10-28;Одежда;Октябрьские покупки;4200.00
2024-11-28;Дом;Ноябрьские улучшения;3500.00
2024-12-28;Развлечения;Декабрьские празднования;4500.00
2024-03-08;Здоровье;Женский день;2000.00
2024-05-09;Транспорт;День Победы;1500.00
2024-06-12;Продукты;День России;2800.00
2024-11-04;Образование;День народного единства;2200.00
2024-01-07;Одежда;Рождественские каникулы;3500.00
2024-02-23;Дом;День защитника Отечества;2500.00
2024-04-01;Развлечения;День смеха;1800.00
